channel,city,region,customer_name,order_date,order_id,department,product_category_gender,product_sub_category,product_sku,product_name,distance_from_warehouse,price,cost_of_sale,discount,order_quantity,sales,gross_profit,gross_profit_margin
Supermarket,Letchworth South West Ward,Hertfordshire,Bomarko Inc,23.01.20,25095,Clothing,Men,Hoodies & Sweatshirts,MH01-XL-Gray,Chaz Kangeroo Hoodie-XL-Gray,35,25,171.00 ,0.10 ,18,450,279,62.0%
Franchise,New Milton,Hampshire,Newton Clerk,24.01.20,51974,Clothing,Men,Shorts,MSH01,Cobalt CoolTech&trade; Fitness Short,35,32,26.90 ,0.10 ,2,64,37,58.0%
Franchise,Parwich,Derbyshire,Mueller Repro Blue Printg,24.01.20,49601,Clothing,Men,Shorts,MSH08-36-Black,Orestes Fitness Short-36-Black,175,37,272.00 ,0.00 ,15,555,283,51.0%
Small chain store,Kirkby Stephen,Cumbria,Jackson & Heit Machine Co Inc,24.01.20,51974,Clothing,Women,Hoodies & Sweatshirts,WH07-M-Purple,Phoebe Zipper Sweatshirt-M-Purple,40,28,182.00 ,0.10 ,10,280,98,35.0%
Supermarket,Abbey Ward,Buckinghamshire,Barnett Travel,24.01.20,24388,Clothing,Men,Shorts,MSH01-36-Blue,Cobalt CoolTech&trade; Fitness Short-36-Blue,160,42,302.40 ,0.00 ,15,630,328,52.0%
Supermarket,Whittington,Shropshire,East County Process,24.01.20,52199,Clothing,Men,Tanks,MT08-S-Green,Sparta Gym Tank-S-Green,25,18,140.20 ,0.10 ,19,342,202,59.0%
Local store,Carbrooke,Norfolk,New Jersey Tanning Co Inc,25.01.20,59652,Clothing,Men,Tanks,MT05-XS-Blue,Rocco Gym Tank-XS-Blue,205,22,157.10 ,0.10 ,17,374,217,58.0%
Local store,Marldon,Devon,Creative Photography Inc,25.01.20,15106,Clothing,Men,Pants,MP09-33-Red,Livingston All-Purpose Tight-33-Red,45,33,716.10 ,0.00 ,35,1155,439,38.0%
Local store,Aldborough Ward,Greater London,Alaska State Troopers,25.01.20,24960,Clothing,Men,Pants,MP08-34-Red,Zeppelin Yoga Pant-34-Red,35,44,462.00 ,0.00 ,35,1540,1078,70.0%
Local store,St. Gluvias,Cornwall,T J Ward & Associates Inc,25.01.20,15106,Clothing,Men,Pants,MP11-34-Brown,Aether Gym Pant -34-Brown,55,52,1113.80 ,0.00 ,42,2184,1070,49.0%
Franchise,Lavenham,Suffolk,"Prugh, Pamela J Cpa",25.01.20,24960,Clothing,Men,Pants,MP04-34-Gray,Supernova Sport Pant-34-Gray,80,32,149.80 ,0.00 ,18,576,426,74.0%
Franchise,Shiney Row Ward,County Durham,Sdse Public Tv,25.01.20,24960,Clothing,Men,Jackets,MJ03-XL-Red,Montana Wind Jacket-XL-Red,75,43,763.70 ,0.00 ,48,2064,1300,63.0%
Franchise,Parwich,Derbyshire,"Rosati, Marc D Esq",25.01.20,24960,Clothing,Men,Shorts,MSH11-32-Blue,Arcadio Gym Short-32-Blue,175,25,481.00 ,0.00 ,37,925,444,48.0%
Supermarket,Bargate Ward,Southampton,Mmm Design Group,25.01.20,15106,Clothing,Men,Jackets,MJ07-S-Yellow,Orion Two-Tone Fitted Jacket-S-Yellow,35,61,1546.40 ,0.10 ,39,2379,833,35.0%
Franchise,Brimpton,Berkshire,Marketing Horizons Inc,26.01.20,26529,Clothing,Men,Tees,MS10-XS-Black,Logan  HeatTec&reg; Tee-XS-Black,35,14,138.00 ,0.10 ,17,238,100,42.0%
Franchise,Staple Hill Ward,South Gloucestershire,Ardent Studios Inc,26.01.20,59047,Clothing,Men,Pants,MP08,Zeppelin Yoga Pant,60,39,167.70 ,0.10 ,10,390,222,57.0%
Small chain store,Abbey Road Ward,Greater London,"Page, Patricia A Esq",26.01.20,26529,Clothing,Men,Jackets,MJ06-L-Blue,Jupiter All-Weather Trainer -L-Blue,35,60,1205.40 ,0.10 ,41,2460,1255,51.0%
Supermarket,Abbey Ward,Buckinghamshire,General Bindery Co Inc,26.01.20,59047,Clothing,Men,Tees,MS08-L-Blue,Strike Endurance Tee-L-Blue,160,16,266.20 ,0.10 ,26,416,150,36.0%
Local store,Millwall Ward,Greater London,Kluza Associates,27.01.20,24640,Clothing,Women,Bras & Tanks,WB01-L-Gray,Electra Bra Top-L-Gray,95,24,106.60 ,0.10 ,12,288,181,63.0%
Local store,East Putney Ward,Greater London,Manhattan Supply Co Deer Pk,27.01.20,59139,Clothing,Men,Pants,MP09-33-Red,Livingston All-Purpose Tight-33-Red,70,36,138.20 ,0.10 ,12,432,294,68.0%
Franchise,Abbey Ward,Buckinghamshire,Register Printing Co,27.01.20,30151,Clothing,Women,Hoodies & Sweatshirts,WH05-L-Orange,Selene Yoga Hoodie-L-Orange,160,35,716.10 ,0.00 ,31,1085,369,34.0%
Franchise,South Ward,North Eart Lincolnshire,Burlington Co Library,27.01.20,8480,Clothing,Men,Jackets,MJ02-L-Orange,Hyperion Elements Jacket-L-Orange,60,60,257.40 ,0.10 ,11,660,403,61.0%
Small chain store,Westgate Ward,Gloucestershire,Las Vegas Art Museum,27.01.20,59139,Clothing,Women,Bras & Tanks,WB04-S-Blue,Prima Compete Bra Top-S-Blue,50,16,267.50 ,0.10 ,38,608,341,56.0%
Supermarket,Abbey Ward,Buckinghamshire,Domestic Intrntl Techlgy Ltd,27.01.20,8480,Clothing,Women,Hoodies & Sweatshirts,WH08-M-Purple,Cassia Funnel Sweatshirt-M-Purple,160,39,60.80 ,0.10 ,3,117,56,48.0%
Franchise,Town Ward,Greater London,Charlotte Chamber,28.01.20,21760,Clothing,Women,Hoodies & Sweatshirts,WH02-XL-Green,Hera Pullover Hoodie-XL-Green,55,39,210.60 ,0.10 ,9,351,140,40.0%
Local store,"Broxburn, Uphall and Winchburg",West Lothian,Grt Amercn Fed Svngs & Ln Assn,29.01.20,27430,Clothing,Men,Hoodies & Sweatshirts,MH03-XS-Blue,Bruno Compete Hoodie-XS-Blue,155,34,257.00 ,0.10 ,12,408,151,37.0%
Local store,South Ward,North Eart Lincolnshire,"Bork, Terry D Esq",29.01.20,52482,Clothing,Men,Tanks,MT05-XL-Blue,Rocco Gym Tank-XL-Blue,60,19,262.20 ,0.00 ,30,570,308,54.0%
Franchise,Overton Ward,Lancashire,"Norda, Beth Dorsey Esq",29.01.20,58981,Clothing,Men,Hoodies & Sweatshirts,MH11-M-Orange,Grayson Crewneck Sweatshirt -M-Orange,65,37,466.20 ,0.10 ,28,1036,570,55.0%
Small chain store,Carbrooke,Norfolk,Putnam Co Inc,29.01.20,8802,Clothing,Men,Tees,MS09-S-Red,Ryker LumaTech&trade; Tee (Crew-neck)-S-Red,205,15,60.80 ,0.10 ,15,225,164,73.0%
Supermarket,St. Stephens Ward,Kent,Dustbooks,29.01.20,52482,Clothing,Men,Tanks,MT02-S-White,Tristan Endurance Tank-S-White,40,19,147.60 ,0.10 ,21,399,251,63.0%
Supermarket,Castle Ward,West Sussex,Champagne Room,29.01.20,27430,Clothing,Men,Tanks,MT04-L-Blue,Helios Endurance Tank-L-Blue,40,24,43.90 ,0.10 ,3,72,28,39.0%
Franchise,East Southbourne and Tuckton W,Bournemouth,Kxlt Radio (k 108 Fm),30.01.20,21956,Clothing,Women,Hoodies & Sweatshirts,WH02-XS-Orange,Hera Pullover Hoodie-XS-Orange,20,21,25.60 ,0.00 ,2,42,16,39.0%
Small chain store,Westgate Ward,Gloucestershire,Blaineco Structural Movers,30.01.20,6791,Clothing,Men,Hoodies & Sweatshirts,MH12-XS-Blue,Ajax Full-Zip Sweatshirt -XS-Blue,50,25,161.00 ,0.10 ,14,350,189,54.0%
Small chain store,Midway Ward,Derbyshire,Port Delivery Systems,30.01.20,24160,Clothing,Women,Hoodies & Sweatshirts,WH01-M-Green,Mona Pullover Hoodlie-M-Green,35,23,283.40 ,0.10 ,44,1012,729,72.0%
Small chain store,Chirton Ward,Tyne & Wear,"Kenyon, William R Esq",30.01.20,55075,Clothing,Men,Hoodies & Sweatshirts,MH01-XL-Orange,Chaz Kangeroo Hoodie-XL-Orange,130,36,378.00 ,0.10 ,21,756,378,50.0%
Supermarket,Abbey Ward,Buckinghamshire,El Adobe Inn,30.01.20,31140,Clothing,Women,Bras & Tanks,WB04-M-Blue,Prima Compete Bra Top-M-Blue,160,16,35.80 ,0.00 ,4,64,28,44.1%
Local store,Wakefield North Ward,West Yorkshire,Grt Amercn Fed Svngs & Ln Assn,31.01.20,21639,Clothing,Women,Hoodies & Sweatshirts,WH08-XL-Orange,Cassia Funnel Sweatshirt-XL-Orange,10,32,316.20 ,0.00 ,38,1216,900,74.0%
Local store,Carbrooke,Norfolk,Owensboro Brick & Tile,31.01.20,33958,Clothing,Men,Jackets,MJ08-L-Gray,Lando Gym Jacket-L-Gray,205,61,494.10 ,0.10 ,27,1647,1153,70.0%
Local store,Lymington and Pennington,Hampshire,Dorval Trading Co Ltd,31.01.20,33958,Clothing,Men,Hoodies & Sweatshirts,MH02-XS-Red,Teton Pullover Hoodie-XS-Red,45,32,179.20 ,0.10 ,14,448,269,60.0%
Franchise,Abbey Ward,Buckinghamshire,"Cavuto, John A",31.01.20,45543,Clothing,Men,Shorts,MSH03-33-Black,Meteor Workout Short-33-Black,160,42,194.90 ,0.00 ,16,672,477,71.0%
Franchise,Abbey Ward,Buckinghamshire,"Hyland, Richard S Esq",31.01.20,12326,Clothing,Men,Hoodies & Sweatshirts,MH11-S-White,Grayson Crewneck Sweatshirt -S-White,160,28,60.50 ,0.10 ,4,112,52,46.0%
Franchise,Howard Town Ward,Derbyshire,Veri Nu Products Corp,31.01.20,21639,Clothing,Men,Tees,MS02-L-Gray,Ryker LumaTech&trade; Tee (V-neck)-L-Gray,45,25,201.30 ,0.10 ,23,575,374,65.0%
Franchise,Weston-Super-Mare,North Somerset,Rug Gallery,31.01.20,21639,Clothing,Men,Tees,MS09,Ryker LumaTech&trade; Tee (Crew-neck),45,20,21.60 ,0.00 ,3,60,38,64.0%
Supermarket,St. Enoder,Cornwall,Cia Inspection,31.01.20,21639,Clothing,Men,Tees,MS08-L-Red,Strike Endurance Tee-L-Red,30,7,102.50 ,0.10 ,24,168,66,39.0%
Local store,Carbrooke,Norfolk,"Shannon, Paul V Esq",01.02.20,21057,Clothing,Men,Hoodies & Sweatshirts,MH12-XS-Red,Ajax Full-Zip Sweatshirt -XS-Red,205,27,461.20 ,0.00 ,28,756,295,39.0%
Local store,Ryde,Isle of Wight,Barajas & Bustamante Archl,01.02.20,45059,Clothing,Men,Tees,MS02-M-Blue,Ryker LumaTech&trade; Tee (V-neck)-M-Blue,40,22,469.70 ,0.10 ,35,770,300,39.0%
Franchise,Carbrooke,Norfolk,Coastal Technologies,01.02.20,45059,Clothing,Men,Hoodies & Sweatshirts,MH05-XL-Green,Hollister Backyard Sweatshirt-XL-Green,205,22,557.70 ,0.10 ,39,858,300,35.0%
Franchise,Lye and Stourbridge North Ward,West Midlands,"Alden, Michael H Esq",01.02.20,40102,Clothing,Women,Hoodies & Sweatshirts,WH08-XL-Purple,Cassia Funnel Sweatshirt-XL-Purple,25,37,697.80 ,0.10 ,46,1702,1004,59.0%
Supermarket,Abbey Ward,Buckinghamshire,Furey & Associates,01.02.20,45059,Clothing,Men,Tanks,MT03-M-Yellow,Primo Endurance Tank-M-Yellow,160,16,42.20 ,0.00 ,4,64,22,34.1%
Supermarket,Gresham Ward,Middlesbrough,"Sawyer, Robert M Esq",01.02.20,38784,Clothing,Men,Tees,MS07-XS-Black,Deion Long-Sleeve EverCool&trade; Tee-XS-Black,35,14,406.00 ,0.10 ,50,700,294,42.0%
Local store,Carbrooke,Norfolk,Mouw & Celello Pc,02.02.20,50949,Clothing,Men,Jackets,MJ10-S-Orange,Mars HeatTech&trade; Pullover-S-Orange,205,63,1767.80 ,0.10 ,46,2898,1130,39.0%
Franchise,Abbey Ward,Buckinghamshire,Engelbrecht Ackerman & Hassman,02.02.20,34978,Clothing,Men,Tanks,MT02-XS-Gray,Tristan Endurance Tank-XS-Gray,160,24,682.10 ,0.10 ,49,1176,494,42.0%
Supermarket,Letchworth South West Ward,Hertfordshire,Bomarko Inc,02.02.20,32484,Clothing,Men,Jackets,MJ03-L-Black,Montana Wind Jacket-L-Black,35,60,356.40 ,0.10 ,9,540,184,34.0%
Supermarket,Loundsley Green Ward,Derbyshire,Packaging Corp Of America,02.02.20,50949,Clothing,Men,Shorts,MSH09-36-Black,Troy Yoga Short-36-Black,55,30,595.20 ,0.10 ,32,960,365,38.0%
Local store,St. Enoder,Cornwall,L Winik & Associates Inc,03.02.20,11719,Clothing,Men,Shorts,MSH05-32-Blue,Hawkeye Yoga Short-32-Blue,30,25,127.50 ,0.00 ,17,425,298,70.0%
Local store,Aldborough Ward,Greater London,"Lee, Stan Dvm",03.02.20,21155,Clothing,Men,Pants,MP07-33-Purple,Thorpe Track Pant-33-Purple,35,41,52.50 ,0.10 ,4,164,112,68.0%
Franchise,Abbey Ward,Buckinghamshire,Chemical Consultants,03.02.20,41926,Clothing,Men,Tees,MS09-M-Red,Ryker LumaTech&trade; Tee (Crew-neck)-M-Red,160,24,257.00 ,0.10 ,17,408,151,37.0%
Franchise,Abbey Ward,Buckinghamshire,Great Clips For Hair,03.02.20,11719,Clothing,Men,Pants,MP02-32-Red,Viktor LumaTech&trade; Pant-32-Red,160,54,680.40 ,0.10 ,30,1620,940,58.0%
Franchise,Abbey Ward,Buckinghamshire,"Shohet, Grace C Esq",03.02.20,29767,Clothing,Men,Tees,MS06-S-Green,Zoltan Gym Tee-S-Green,160,17,367.20 ,0.10 ,48,816,449,55.0%
Franchise,St. Marys Ward,Greater Manchester,Demer Normann Smith Ltd,03.02.20,11719,Clothing,Men,Jackets,MJ04-XS-Purple,Kenobi Trail Jacket-XS-Purple,70,43,65.80 ,0.10 ,3,129,63,49.0%
Small chain store,Abbey Ward,Buckinghamshire,Welders Supply,03.02.20,41926,Clothing,Men,Jackets,MJ08-L-Green,Lando Gym Jacket-L-Green,160,60,1290.00 ,0.00 ,43,2580,1290,50.0%
Small chain store,St. Stephens Ward,Kent,Interdependence Associates Inc,03.02.20,29028,Clothing,Women,Hoodies & Sweatshirts,WH05-S-White,Selene Yoga Hoodie-S-White,40,23,623.10 ,0.10 ,43,989,366,37.0%
Supermarket,Laindon Park Ward,Essex,Guadalajara Bar & Grille,03.02.20,14503,Clothing,Men,Shorts,MSH06-34-Gray,Lono Yoga Short-34-Gray,90,44,357.30 ,0.00 ,14,616,259,42.0%
Supermarket,Abbey Ward,Buckinghamshire,"Meder, Randy F Cpa",03.02.20,32007,Clothing,Men,Pants,MP04-34-Green,Supernova Sport Pant-34-Green,160,47,944.20 ,0.10 ,41,1927,983,51.0%
Local store,"Broxburn, Uphall and Winchburg",West Lothian,Tool Service Company Inc,04.02.20,54882,Clothing,Men,Tanks,MT11,Atlas Fitness Tank,155,21,224.90 ,0.00 ,17,357,132,37.0%
Local store,Brockley Ward,Greater London,Paralegal Personnel,04.02.20,39270,Clothing,Men,Hoodies & Sweatshirts,MH12-L-Blue,Ajax Full-Zip Sweatshirt -L-Blue,30,33,141.60 ,0.10 ,11,363,221,61.0%
Local store,Conisbrough and Denaby Ward,South Yorkshire,General Truck Part & Equipment,04.02.20,43110,Clothing,Men,Pants,MP11-34-Brown,Aether Gym Pant -34-Brown,70,54,66.40 ,0.00 ,3,162,96,59.0%
Local store,Brimpton,Berkshire,Geneva Woods Professional Ctr,04.02.20,56711,Clothing,Men,Shorts,MSH05-32-Gray,Hawkeye Yoga Short-32-Gray,35,31,379.80 ,0.00 ,25,775,395,51.0%
Local store,Beeston West Ward,Nottinghamshire,"Walker, Susan S Esq",04.02.20,54882,Clothing,Men,Shorts,MSH04-32-Yellow,Torque Power Short-32-Yellow,140,26,26.50 ,0.00 ,2,52,26,49.0%
Franchise,Carbrooke,Norfolk,"Bremer, Duncan S Esq",04.02.20,30497,Clothing,Men,Jackets,MJ11,Typhon Performance Fleece-lined Jacket,205,43,626.50 ,0.10 ,31,1333,707,53.0%
Franchise,Abbey Ward,Buckinghamshire,"Chomsky, Charles Esq",04.02.20,2053,Clothing,Men,Tees,MS03-XL-Green,Balboa Persistence Tee-XL-Green,160,13,243.40 ,0.00 ,39,507,264,52.0%
Franchise,Abbey Ward,Buckinghamshire,"Hall, Ronald A",04.02.20,43110,Clothing,Women,Hoodies & Sweatshirts,WH06-XL-Purple,Daphne Full-Zip Hoodie-XL-Purple,160,22,5.70 ,0.10 ,1,22,16,74.1%
Franchise,Abbey Ward,Buckinghamshire,"Drubner, Norman S Esq",04.02.20,46307,Clothing,Men,Jackets,MJ02-XS-Orange,Hyperion Elements Jacket-XS-Orange,160,65,790.40 ,0.10 ,32,2080,1290,62.0%
Franchise,Newquay,Cornwall,A O Hardee & Son Inc,04.02.20,2053,Clothing,Men,Pants,MP01-33-Black,Caesar Warm-Up Pant-33-Black,95,37,108.80 ,0.10 ,7,259,150,58.0%
Franchise,South Ward,North Eart Lincolnshire,Burlington Co Library,04.02.20,12066,Clothing,Women,Hoodies & Sweatshirts,WH05-L-White,Selene Yoga Hoodie-L-White,60,41,575.60 ,0.10 ,27,1107,531,48.0%
Small chain store,Abbey Road Ward,Greater London,"Page, Patricia A Esq",04.02.20,46307,Clothing,Men,Pants,MP05-33-Blue,Kratos Gym Pant-33-Blue,35,48,712.80 ,0.00 ,27,1296,583,45.0%
Small chain store,Stroud,Hampshire,"Farber, Mindy Esq",04.02.20,30497,Clothing,Men,Tees,MS05-S-Blue,Helios EverCool&trade; Tee-S-Blue,105,8,81.60 ,0.00 ,34,272,190,70.0%
Small chain store,Woodstock Ward,South Gloucestershire,Agopgee Enterprises Inc,04.02.20,27622,Clothing,Women,Hoodies & Sweatshirts,WH08-XL-White,Cassia Funnel Sweatshirt-XL-White,35,42,63.80 ,0.10 ,4,168,104,62.0%
Supermarket,Abbey Ward,Buckinghamshire,A O Hardee & Son Inc,04.02.20,57633,Clothing,Men,Tanks,MT11-L-Blue,Atlas Fitness Tank-L-Blue,160,16,55.70 ,0.10 ,12,192,136,71.0%
Franchise,Abbey Ward,Buckinghamshire,C Leasing Company,05.02.20,34881,Clothing,Men,Tanks,MT03-L-Red,Primo Endurance Tank-L-Red,160,16,153.90 ,0.00 ,37,592,438,74.0%
Franchise,Abbey Ward,Buckinghamshire,Sarrail Lynch & Hall,05.02.20,31046,Clothing,Men,Shorts,MSH08-33-Blue,Orestes Fitness Short-33-Blue,160,28,682.10 ,0.10 ,42,1176,494,42.0%
Franchise,Abbey Ward,Buckinghamshire,"Hall, Ronald A",05.02.20,1637,Clothing,Women,Hoodies & Sweatshirts,WH02-XS-Blue,Hera Pullover Hoodie-XS-Blue,160,26,305.50 ,0.10 ,47,1222,917,75.0%
Franchise,St. Ive,Cornwall,Typesetters,05.02.20,31046,Clothing,Men,Tees,MS09-L-Blue,Ryker LumaTech&trade; Tee (Crew-neck)-L-Blue,40,21,463.10 ,0.00 ,35,735,272,37.0%
Franchise,Parwich,Derbyshire,Mueller Repro Blue Printg,05.02.20,1637,Clothing,Men,Shorts,MSH03-33-Black,Meteor Workout Short-33-Black,175,29,156.60 ,0.10 ,10,290,133,46.0%
Small chain store,St. Enoder,Cornwall,Southern Interiors Inc,05.02.20,1637,Clothing,Men,Pants,MP08-36-Blue,Zeppelin Yoga Pant-36-Blue,30,34,771.10 ,0.10 ,36,1224,453,37.0%
Small chain store,Ryde,Isle of Wight,L & M Industrial Chemicals Inc,05.02.20,29953,Clothing,Men,Jackets,MJ03-M-Red,Montana Wind Jacket-M-Red,40,65,1119.30 ,0.00 ,42,2730,1611,59.0%
Small chain store,Loundsley Green Ward,Derbyshire,"Lynema, Cliff Cpa",05.02.20,21824,Clothing,Men,Tees,MS10-S-Blue,Logan  HeatTec&reg; Tee-S-Blue,55,23,451.00 ,0.00 ,37,851,400,47.0%
Franchise,Stroud,Hampshire,East County Process,06.02.20,22532,Clothing,Men,Pants,MP02-32-Blue,Viktor LumaTech&trade; Pant-32-Blue,105,35,136.50 ,0.00 ,13,455,319,70.0%
Franchise,Newquay,Cornwall,"Schwartzbard, Gail L Esq",06.02.20,15300,Clothing,Men,Pants,MP07,Thorpe Track Pant,95,31,846.30 ,0.10 ,42,1302,456,35.0%
Supermarket,Howard Town Ward,Derbyshire,Jeh Construction Co,06.02.20,57922,Clothing,Men,Pants,MP12-36-Red,Cronus Yoga Pant -36-Red,45,34,986.00 ,0.00 ,50,1700,714,42.0%
Franchise,Lancing,West Sussex,Everythings A Dollar,07.02.20,15428,Clothing,Men,Tanks,MT01-XS-Red,Erikssen CoolTech&trade; Fitness Tank-XS-Red,25,20,640.00 ,0.10 ,50,1000,360,36.0%
Supermarket,Abbey Ward,Buckinghamshire,Capital Thrpy & Spts Medcn Inc,07.02.20,15428,Clothing,Men,Tees,MS07-S-Green,Deion Long-Sleeve EverCool&trade; Tee-S-Green,160,9,23.40 ,0.00 ,10,90,67,74.0%
Local store,"Broxburn, Uphall and Winchburg",West Lothian,Crossroads Travel Service Inc,08.02.20,33764,Clothing,Men,Jackets,MJ07-XS-Black,Orion Two-Tone Fitted Jacket-XS-Black,155,40,75.20 ,0.00 ,4,160,85,53.0%
Local store,Newport,Isle of Wight,"Holzgrafe, Roger E Esq",08.02.20,49892,Clothing,Men,Tanks,MT03-XS-Red,Primo Endurance Tank-XS-Red,80,21,196.60 ,0.00 ,26,546,349,64.0%
Franchise,Abbey Ward,Buckinghamshire,Packaging Corp Of America,08.02.20,33764,Clothing,Women,Hoodies & Sweatshirts,WH08-XS-Orange,Cassia Funnel Sweatshirt-XS-Orange,160,43,493.20 ,0.00 ,31,1333,840,63.0%
Franchise,Westgate Ward,Gloucestershire,"Brenner, Steven G Esq",08.02.20,51461,Clothing,Men,Shorts,MSH12-33-Black,Pierce Gym Short-33-Black,50,33,851.40 ,0.10 ,43,1419,568,40.0%
Franchise,Parwich,Derbyshire,"Rosati, Marc D Esq",08.02.20,21989,Clothing,Men,Shorts,MSH05-36-Gray,Hawkeye Yoga Short-36-Gray,175,44,954.80 ,0.00 ,35,1540,585,38.0%
Franchise,Parwich,Derbyshire,Fan Shop,08.02.20,28773,Clothing,Men,Tees,MS10-S-Red,Logan  HeatTec&reg; Tee-S-Red,175,6,172.80 ,0.10 ,48,288,115,40.0%
Supermarket,Woodhall Farm Ward,Hertfordshire,M D & W Railway,08.02.20,21989,Clothing,Women,Hoodies & Sweatshirts,WH08-L-Purple,Cassia Funnel Sweatshirt-L-Purple,45,35,138.60 ,0.00 ,9,315,176,56.0%
Supermarket,Abbey Ward,Buckinghamshire,Schwend Signs,08.02.20,33764,Clothing,Men,Jackets,MJ09-M-Yellow,Taurus Elements Shell-M-Yellow,160,62,141.40 ,0.10 ,6,372,231,62.0%
Local store,"Broxburn, Uphall and Winchburg",West Lothian,Grt Amercn Fed Svngs & Ln Assn,09.02.20,34243,Clothing,Women,Hoodies & Sweatshirts,WH08-S-White,Cassia Funnel Sweatshirt-S-White,155,44,171.60 ,0.10 ,10,440,268,61.0%
Franchise,Abbey Ward,Buckinghamshire,South Bldg Code Congres,09.02.20,34243,Clothing,Men,Tees,MS12-S-Black,Atomic Endurance Running Tee (Crew-Neck)-S-Black,160,11,111.70 ,0.00 ,35,385,273,71.0%
Franchise,St. Ive,Cornwall,Typesetters,09.02.20,18244,Clothing,Men,Pants,MP11-34-Blue,Aether Gym Pant -34-Blue,40,34,18.40 ,0.00 ,1,34,16,45.9%
Supermarket,Abbey Ward,Buckinghamshire,Rug Gallery,09.02.20,6403,Clothing,Men,Jackets,MJ07-S-Red,Orion Two-Tone Fitted Jacket-S-Red,160,55,1330.50 ,0.00 ,41,2255,925,41.0%
Supermarket,Castle Ward,West Sussex,Champagne Room,09.02.20,34243,Clothing,Men,Tees,MS10-S-Black,Logan  HeatTec&reg; Tee-S-Black,40,25,670.00 ,0.00 ,40,1000,330,33.0%
Local store,East Southbourne and Tuckton W,Bournemouth,"Simpson, Fred B Esq",10.02.20,46562,Clothing,Men,Shorts,MSH09-33-Blue,Troy Yoga Short-33-Blue,20,33,519.80 ,0.00 ,35,1155,635,55.0%
Franchise,Marldon,Devon,"Mcdonald, Michael J Esq",10.02.20,45156,Clothing,Men,Tees,MS07-S-Black,Deion Long-Sleeve EverCool&trade; Tee-S-Black,45,23,209.30 ,0.10 ,14,322,113,35.0%
Small chain store,"Broxburn, Uphall and Winchburg",West Lothian,Tiburon Pen Chmbr Commrce Inc,10.02.20,45156,Clothing,Men,Tees,MS09-L-Red,Ryker LumaTech&trade; Tee (Crew-neck)-L-Red,65,10,192.00 ,0.00 ,30,300,108,36.0%
Supermarket,Astley Bridge Ward,Greater Manchester,A 1 Plumbers Supply,10.02.20,45156,Clothing,Men,Shorts,MSH07-34-Black,Rapha  Sports Short-34-Black,75,32,560.00 ,0.10 ,35,1120,560,50.0%
Local store,Carbrooke,Norfolk,Budget Annex,11.02.20,10245,Clothing,Men,Jackets,MJ06-S-Blue,Jupiter All-Weather Trainer -S-Blue,205,40,280.00 ,0.00 ,20,800,520,65.0%
Local store,New Milton,Hampshire,Twining Nemia & Steflik,11.02.20,49763,Clothing,Men,Tees,MS01-S-Brown,Aero Daily Fitness Tee-S-Brown,35,23,48.30 ,0.00 ,6,138,90,65.0%
Local store,Aldborough Ward,Greater London,"Graham, John A Esq",11.02.20,7171,Clothing,Men,Tees,MS08-XS-Red,Strike Endurance Tee-XS-Red,35,12,161.30 ,0.00 ,28,336,175,52.0%
Franchise,Carbrooke,Norfolk,Karl May General Contractor,11.02.20,7171,Clothing,Men,Hoodies & Sweatshirts,MH09-L-Red,Abominable Hoodie-L-Red,205,29,192.30 ,0.00 ,17,493,301,61.0%
Franchise,Farnham,Surrey,Universal Case Co,11.02.20,59045,Clothing,Men,Jackets,MJ02,Hyperion Elements Jacket,55,63,1134.00 ,0.10 ,30,1890,756,40.0%
Franchise,Parwich,Derbyshire,"Flash, Elena Salerno Esq",11.02.20,47015,Clothing,Women,Hoodies & Sweatshirts,WH03-M-Green,Autumn Pullie-M-Green,175,35,179.60 ,0.10 ,19,665,485,73.0%
Franchise,Parwich,Derbyshire,Fan Shop,11.02.20,10245,Clothing,Men,Shorts,MSH12-33-Black,Pierce Gym Short-33-Black,175,27,360.20 ,0.10 ,23,621,261,42.0%
Franchise,Bargate Ward,Southampton,"Dworkin, Michael L",11.02.20,49763,Clothing,Men,Tees,MS08-S-Red,Strike Endurance Tee-S-Red,35,24,71.00 ,0.00 ,8,192,121,63.0%
Franchise,Castle Ward,West Sussex,Office Service Co,11.02.20,9537,Clothing,Women,Hoodies & Sweatshirts,WH04-M-Purple,Miko Pullover Hoodie-M-Purple,40,21,397.30 ,0.00 ,43,903,506,56.0%
Small chain store,Loundsley Green Ward,Derbyshire,"Lynema, Cliff Cpa",11.02.20,10245,Clothing,Men,Tanks,MT10-L-Yellow,Tiberius Gym Tank-L-Yellow,55,23,217.40 ,0.10 ,27,621,404,65.0%
Supermarket,Cockerton West Ward,Darlington,Village Business Center,11.02.20,9537,Clothing,Men,Tees,MS05-M-Blue,Helios EverCool&trade; Tee-M-Blue,35,24,73.40 ,0.10 ,6,144,71,49.0%
Local store,Cockerton West Ward,Darlington,Proctor & Associates Co,12.02.20,58500,Clothing,Men,Pants,MP10-34-Blue,Orestes Yoga Pant -34-Blue,35,37,314.50 ,0.10 ,17,629,315,50.0%
Local store,Bishop Auckland,County Durham,Combs Sheetmetal,12.02.20,22849,Clothing,Men,Tanks,MT03-M-Red,Primo Endurance Tank-M-Red,30,17,160.70 ,0.10 ,27,459,298,65.0%
